0.0	-200.0
300.0	-200.0
600.0	-200.0
900.0	-200.0
1200.0	-186.053
1500.0	-175.075
1800.0	-175.132
2100.0	-146.1265
2400.0	-152.6845
2700.0	-133.748
3000.0	-135.055
3300.0	-133.849
3600.0	-135.251
3900.0	-133.41750000000002
4200.0	-132.19549999999998
4500.0	-131.4255
4800.0	-130.548
5100.0	-130.1115
5400.0	-129.885
5700.0	-131.238
6000.0	-130.271
6300.0	-128.90050000000002
6600.0	-131.5495
6900.0	-131.4885
7200.0	-132.49
7500.0	-125.2185
7800.0	-132.08550000000002
8100.0	-131.4535
8400.0	-132.7945
8700.0	-131.549
9000.0	-133.54149999999998
9300.0	-133.5905
9600.0	-133.8355
9900.0	-132.8635
10200.0	-126.97149999999999
10500.0	-125.811
10800.0	-132.708
11100.0	-135.292
11400.0	-133.191
11700.0	-134.228
12000.0	-133.185
