0.0	-200.0
300.0	-199.598
600.0	-163.499
900.0	-158.941
1200.0	-132.109
1500.0	-121.062
1800.0	-119.41
2100.0	-121.875
2400.0	-121.334
2700.0	-123.696
3000.0	-122.064
3300.0	-123.658
3600.0	-123.236
3900.0	-121.49
4200.0	-121.008
4500.0	-122.502
4800.0	-121.604
5100.0	-122.379
5400.0	-122.543
5700.0	-122.759
6000.0	-122.592
6300.0	-121.103
6600.0	-122.755
6900.0	-120.992
7200.0	-122.602
7500.0	-122.875
7800.0	-123.591
8100.0	-121.973
8400.0	-120.249
8700.0	-119.042
9000.0	-119.808
9300.0	-119.73
9600.0	-123.904
9900.0	-120.292
10200.0	-118.302
10500.0	-118.949
10800.0	-121.023
11100.0	-119.252
11400.0	-120.252
11700.0	-120.22
12000.0	-120.172
