0.0	-200.0
300.0	-198.371
600.0	-186.458
900.0	-161.776
1200.0	-147.135
1500.0	-137.441
1800.0	-131.897
2100.0	-124.36
2400.0	-132.385
2700.0	-133.699
3000.0	-121.25
3300.0	-124.659
3600.0	-122.422
3900.0	-120.665
4200.0	-119.67
4500.0	-121.63
4800.0	-119.797
5100.0	-120.123
5400.0	-120.321
5700.0	-119.957
6000.0	-119.077
6300.0	-118.6
6600.0	-119.326
6900.0	-118.527
7200.0	-119.91
7500.0	-120.291
7800.0	-119.438
8100.0	-118.529
8400.0	-120.077
8700.0	-118.752
9000.0	-119.662
9300.0	-120.232
9600.0	-120.262
9900.0	-120.301
10200.0	-118.187
10500.0	-119.199
10800.0	-122.098
11100.0	-119.811
11400.0	-120.709
11700.0	-120.419
12000.0	-120.657
