0.0	-200.0
300.0	-167.79139999999998
600.0	-127.2116
900.0	-110.4654
1200.0	-109.4482
1500.0	-108.49300000000001
1800.0	-109.79080000000002
2100.0	-106.55260000000001
2400.0	-107.8192
2700.0	-107.42519999999999
3000.0	-107.49319999999997
3300.0	-107.32419999999999
3600.0	-107.23740000000001
3900.0	-107.26400000000001
4200.0	-107.0744
4500.0	-107.17060000000001
4800.0	-106.74600000000001
5100.0	-106.63399999999999
5400.0	-107.32340000000002
5700.0	-107.04920000000001
6000.0	-107.02620000000002
6300.0	-107.17439999999999
6600.0	-106.9138
6900.0	-106.979
7200.0	-107.5882
7500.0	-107.50999999999999
7800.0	-107.5678
8100.0	-107.3336
8400.0	-107.3586
8700.0	-107.32359999999998
9000.0	-107.53659999999999
