0.0	-200.0
300.0	-158.337
600.0	-154.698
900.0	-152.53733333333335
1200.0	-151.67133333333334
1500.0	-151.42766666666668
1800.0	-151.74633333333333
2100.0	-151.18966666666668
2400.0	-151.346
2700.0	-150.70000000000002
3000.0	-151.37633333333332
3300.0	-151.3096666666667
3600.0	-150.85933333333335
3900.0	-150.92533333333333
4200.0	-151.61133333333333
4500.0	-150.99733333333333
4800.0	-151.05599999999995
5100.0	-150.754
5400.0	-150.784
5700.0	-151.217
6000.0	-151.017
6300.0	-152.88866666666667
6600.0	-152.98700000000002
6900.0	-152.79666666666665
7200.0	-153.04266666666666
7500.0	-152.86433333333335
7800.0	-153.01633333333334
8100.0	-153.35933333333332
8400.0	-153.73433333333332
8700.0	-153.88966666666667
9000.0	-153.815
