0.0	-200.0
300.0	-200.0
600.0	-200.0
900.0	-200.0
1200.0	-198.88060000000002
1500.0	-183.2922
1800.0	-174.95260000000002
2100.0	-163.82580000000002
2400.0	-156.2922
2700.0	-145.9082
3000.0	-143.6912
3300.0	-140.8358
3600.0	-139.86700000000002
3900.0	-142.7462
4200.0	-142.1098
4500.0	-138.6216
4800.0	-139.4156
5100.0	-137.95259999999996
5400.0	-137.40019999999998
5700.0	-134.87380000000002
6000.0	-135.8562
6300.0	-134.7312
6600.0	-133.13299999999998
6900.0	-132.9562
7200.0	-132.88859999999997
7500.0	-131.13140000000004
7800.0	-134.25320000000002
8100.0	-134.9072
8400.0	-131.585
8700.0	-132.51780000000002
9000.0	-131.1094
