0.0	-200.0
300.0	-198.41800000000003
600.0	-167.9674
900.0	-148.98579999999998
1200.0	-137.23380000000003
1500.0	-125.78920000000001
1800.0	-125.73219999999999
2100.0	-120.37859999999998
2400.0	-119.2672
2700.0	-119.78420000000001
3000.0	-120.3344
3300.0	-118.77560000000001
3600.0	-118.28800000000001
3900.0	-118.296
4200.0	-117.7752
4500.0	-118.099
4800.0	-117.8714
5100.0	-117.27680000000001
5400.0	-118.09720000000002
5700.0	-117.53240000000001
6000.0	-117.63900000000001
6300.0	-117.2298
6600.0	-117.38499999999999
6900.0	-117.846
7200.0	-117.9052
7500.0	-116.98580000000001
7800.0	-117.52380000000001
8100.0	-117.45339999999999
8400.0	-117.69099999999999
8700.0	-118.15540000000001
9000.0	-117.1048
