0.0	-200.0
300.0	-198.19860000000003
600.0	-168.7806
900.0	-144.6016
1200.0	-132.0378
1500.0	-129.97060000000002
1800.0	-123.3386
2100.0	-121.30520000000001
2400.0	-118.65419999999999
2700.0	-119.2536
3000.0	-119.62079999999999
3300.0	-118.4
3600.0	-118.596
3900.0	-118.22540000000001
4200.0	-118.5776
4500.0	-118.23179999999999
4800.0	-118.5098
5100.0	-117.98600000000002
5400.0	-118.48060000000001
5700.0	-118.28920000000001
6000.0	-118.5276
6300.0	-118.08959999999999
6600.0	-117.3922
6900.0	-117.1576
7200.0	-117.69399999999999
7500.0	-116.92439999999999
7800.0	-116.8616
8100.0	-116.6808
8400.0	-116.91579999999999
8700.0	-117.50719999999998
9000.0	-116.83519999999999
